DD/MM/YYYY,Date (number),MM (mo),DD (dy),hh (hr),Average of WTMP (deg C)
5/5/2017,42860.88,5,5,21,28.25
5/5/2017,42860.92,5,5,22,27.91
5/5/2017,42860.96,5,5,23,27.94
5/6/2017,42861.00,5,6,0,27.78
5/6/2017,42861.04,5,6,1,27.63
5/6/2017,42861.08,5,6,2,27.5
5/6/2017,42861.13,5,6,3,27.37
5/6/2017,42861.17,5,6,4,27.24
5/6/2017,42861.21,5,6,5,27.16
5/6/2017,42861.25,5,6,6,27.09
5/6/2017,42861.29,5,6,7,27.1
5/6/2017,42861.33,5,6,8,27.04
5/6/2017,42861.38,5,6,9,27
5/6/2017,42861.42,5,6,10,26.99
5/6/2017,42861.46,5,6,11,26.96
5/6/2017,42861.50,5,6,12,27.03
5/6/2017,42861.54,5,6,13,27.26
5/6/2017,42861.58,5,6,14,27.55
5/6/2017,42861.63,5,6,15,28.03
5/6/2017,42861.67,5,6,16,28.4
5/6/2017,42861.71,5,6,17,28.35
5/6/2017,42861.75,5,6,18,28.56
5/6/2017,42861.79,5,6,19,28.71
5/6/2017,42861.83,5,6,20,28.76
5/6/2017,42861.88,5,6,21,28.58
5/6/2017,42861.92,5,6,22,28.49
5/6/2017,42861.96,5,6,23,28.38
5/7/2017,42862.00,5,7,0,28.2
5/7/2017,42862.04,5,7,1,28.05
5/7/2017,42862.08,5,7,2,27.83
5/7/2017,42862.13,5,7,3,27.72
5/7/2017,42862.17,5,7,4,27.59
5/7/2017,42862.21,5,7,5,27.47
5/7/2017,42862.25,5,7,6,27.41
5/7/2017,42862.29,5,7,7,27.3
5/7/2017,42862.33,5,7,8,27.23
5/7/2017,42862.38,5,7,9,27.14
5/7/2017,42862.42,5,7,10,27.04
5/7/2017,42862.46,5,7,11,27.05
5/7/2017,42862.50,5,7,12,27.19
5/7/2017,42862.54,5,7,13,27.29
5/7/2017,42862.58,5,7,14,27.56
5/7/2017,42862.63,5,7,15,27.86
5/7/2017,42862.67,5,7,16,28.23
5/7/2017,42862.71,5,7,17,28.56
5/7/2017,42862.75,5,7,18,28.54
5/7/2017,42862.79,5,7,19,28.49
5/7/2017,42862.83,5,7,20,28.6
5/7/2017,42862.88,5,7,21,28.42
5/7/2017,42862.92,5,7,22,28.24
5/7/2017,42862.96,5,7,23,28.01
5/8/2017,42863.00,5,8,0,27.87
5/8/2017,42863.04,5,8,1,27.67
5/8/2017,42863.08,5,8,2,27.54
5/8/2017,42863.13,5,8,3,27.46
5/8/2017,42863.17,5,8,4,27.38
5/8/2017,42863.21,5,8,5,27.3
5/8/2017,42863.25,5,8,6,27.21
5/8/2017,42863.29,5,8,7,27.06
5/8/2017,42863.33,5,8,8,26.96
5/8/2017,42863.38,5,8,9,26.92
5/8/2017,42863.42,5,8,10,26.91
5/8/2017,42863.46,5,8,11,26.94
5/8/2017,42863.50,5,8,12,27.18
5/8/2017,42863.54,5,8,13,27.39
5/8/2017,42863.58,5,8,14,27.69
5/8/2017,42863.63,5,8,15,28.1
5/8/2017,42863.67,5,8,16,28.49
5/8/2017,42863.71,5,8,17,28.72
5/8/2017,42863.75,5,8,18,28.85
5/8/2017,42863.79,5,8,19,28.9
5/8/2017,42863.83,5,8,20,28.78
5/8/2017,42863.88,5,8,21,28.64
5/8/2017,42863.92,5,8,22,28.56
5/8/2017,42863.96,5,8,23,28.38
5/9/2017,42864.00,5,9,0,28.29
5/9/2017,42864.04,5,9,1,28.1
5/9/2017,42864.08,5,9,2,27.94
5/9/2017,42864.13,5,9,3,27.83
5/9/2017,42864.17,5,9,4,27.71
5/9/2017,42864.21,5,9,5,27.66
5/9/2017,42864.25,5,9,6,27.54
5/9/2017,42864.29,5,9,7,27.47
5/9/2017,42864.33,5,9,8,27.38
5/9/2017,42864.38,5,9,9,27.27
5/9/2017,42864.42,5,9,10,27.2
5/9/2017,42864.46,5,9,11,27.25
5/9/2017,42864.50,5,9,12,27.38
5/9/2017,42864.54,5,9,13,27.41
5/9/2017,42864.58,5,9,14,27.53
5/9/2017,42864.63,5,9,15,27.67
5/9/2017,42864.67,5,9,16,28.07
5/9/2017,42864.71,5,9,17,28.26
5/9/2017,42864.75,5,9,18,28.1
5/9/2017,42864.79,5,9,19,27.86
5/9/2017,42864.83,5,9,20,27.75
5/9/2017,42864.88,5,9,21,27.61
5/9/2017,42864.92,5,9,22,27.59
5/9/2017,42864.96,5,9,23,27.58
5/10/2017,42865.00,5,10,0,27.56
5/10/2017,42865.04,5,10,1,27.48
5/10/2017,42865.08,5,10,2,27.43
5/10/2017,42865.13,5,10,3,27.18
5/10/2017,42865.17,5,10,4,27.06
5/10/2017,42865.21,5,10,5,27
5/10/2017,42865.25,5,10,6,27
5/10/2017,42865.29,5,10,7,27
5/10/2017,42865.33,5,10,8,27
5/10/2017,42865.38,5,10,9,27.04
5/10/2017,42865.42,5,10,10,27.06
5/10/2017,42865.46,5,10,11,27.16
5/10/2017,42865.50,5,10,12,27.29
5/10/2017,42865.54,5,10,13,27.4
5/10/2017,42865.58,5,10,14,27.68
5/10/2017,42865.63,5,10,15,27.79
5/10/2017,42865.67,5,10,16,27.7
5/10/2017,42865.71,5,10,17,27.76
5/10/2017,42865.75,5,10,18,28.2
5/10/2017,42865.79,5,10,19,28.23
5/10/2017,42865.83,5,10,20,28.1
5/10/2017,42865.88,5,10,21,28.05
5/10/2017,42865.92,5,10,22,27.94
5/10/2017,42865.96,5,10,23,27.86
5/11/2017,42866.00,5,11,0,27.76
5/11/2017,42866.04,5,11,1,27.69
5/11/2017,42866.08,5,11,2,27.56
5/11/2017,42866.13,5,11,3,27.46
5/11/2017,42866.17,5,11,4,27.4
5/11/2017,42866.21,5,11,5,27.34
5/11/2017,42866.25,5,11,6,27.3
5/11/2017,42866.29,5,11,7,27.3
5/11/2017,42866.33,5,11,8,27.3
5/11/2017,42866.38,5,11,9,27.33
5/11/2017,42866.42,5,11,10,27
5/11/2017,42866.46,5,11,11,27.2
5/11/2017,42866.50,5,11,12,27.3
5/11/2017,42866.54,5,11,13,27.39
5/11/2017,42866.58,5,11,14,27.4
5/11/2017,42866.63,5,11,15,27.49
5/11/2017,42866.67,5,11,16,27.6
5/11/2017,42866.71,5,11,17,27.9
5/11/2017,42866.75,5,11,18,27.96
5/11/2017,42866.79,5,11,19,27.9
5/11/2017,42866.83,5,11,20,27.88
5/11/2017,42866.88,5,11,21,27.8
5/11/2017,42866.92,5,11,22,27.77
5/11/2017,42866.96,5,11,23,27.76
5/12/2017,42867.00,5,12,0,27.7
5/12/2017,42867.04,5,12,1,27.7
5/12/2017,42867.08,5,12,2,27.7
5/12/2017,42867.13,5,12,3,27.7
5/12/2017,42867.17,5,12,4,27.43
5/12/2017,42867.21,5,12,5,27.3
5/12/2017,42867.25,5,12,6,27.3
5/12/2017,42867.29,5,12,7,27.31
5/12/2017,42867.33,5,12,8,27.4
5/12/2017,42867.38,5,12,9,27.4
5/12/2017,42867.42,5,12,10,27.4
5/12/2017,42867.46,5,12,11,27.4
5/12/2017,42867.50,5,12,12,27.46
5/12/2017,42867.54,5,12,13,27.53
5/12/2017,42867.58,5,12,14,27.68
5/12/2017,42867.63,5,12,15,27.68
5/12/2017,42867.67,5,12,16,27.72
5/12/2017,42867.71,5,12,17,27.91
5/12/2017,42867.75,5,12,18,28
5/12/2017,42867.79,5,12,19,28
5/12/2017,42867.83,5,12,20,28.01
5/12/2017,42867.88,5,12,21,28.09
5/12/2017,42867.92,5,12,22,27.97
5/12/2017,42867.96,5,12,23,27.86
5/13/2017,42868.00,5,13,0,27.8
5/13/2017,42868.04,5,13,1,27.8
5/13/2017,42868.08,5,13,2,27.71
5/13/2017,42868.13,5,13,3,27.7
5/13/2017,42868.17,5,13,4,27.67
5/13/2017,42868.21,5,13,5,27.6
5/13/2017,42868.25,5,13,6,27.6
5/13/2017,42868.29,5,13,7,27.59
5/13/2017,42868.33,5,13,8,27.5
5/13/2017,42868.38,5,13,9,27.5
5/13/2017,42868.42,5,13,10,27.44
5/13/2017,42868.46,5,13,11,27.33
5/13/2017,42868.50,5,13,12,27.4
5/13/2017,42868.54,5,13,13,27.44
5/13/2017,42868.58,5,13,14,27.67
5/13/2017,42868.63,5,13,15,27.86
5/13/2017,42868.67,5,13,16,28.19
5/13/2017,42868.71,5,13,17,28.48
5/13/2017,42868.75,5,13,18,28.71
5/13/2017,42868.79,5,13,19,29.03
5/13/2017,42868.83,5,13,20,28.81
5/13/2017,42868.88,5,13,21,28.73
5/13/2017,42868.92,5,13,22,28.6
5/13/2017,42868.96,5,13,23,28.39
5/14/2017,42869.00,5,14,0,28.17
5/14/2017,42869.04,5,14,1,28.03
5/14/2017,42869.08,5,14,2,27.91
5/14/2017,42869.13,5,14,3,27.9
5/14/2017,42869.17,5,14,4,27.89
5/14/2017,42869.21,5,14,5,27.79
5/14/2017,42869.25,5,14,6,27.7
5/14/2017,42869.29,5,14,7,27.63
5/14/2017,42869.33,5,14,8,27.6
5/14/2017,42869.38,5,14,9,27.5
5/14/2017,42869.42,5,14,10,27.5
5/14/2017,42869.46,5,14,11,27.5
5/14/2017,42869.50,5,14,12,27.5
5/14/2017,42869.54,5,14,13,27.57
5/14/2017,42869.58,5,14,14,27.72
5/14/2017,42869.63,5,14,15,27.96
5/14/2017,42869.67,5,14,16,28.27
5/14/2017,42869.71,5,14,17,28.43
5/14/2017,42869.75,5,14,18,28.61
5/14/2017,42869.79,5,14,19,28.79
5/14/2017,42869.83,5,14,20,28.91
5/14/2017,42869.88,5,14,21,28.74
5/14/2017,42869.92,5,14,22,28.62
5/14/2017,42869.96,5,14,23,28.37
5/15/2017,42870.00,5,15,0,28.17
5/15/2017,42870.04,5,15,1,28.05
5/15/2017,42870.08,5,15,2,27.95
5/15/2017,42870.13,5,15,3,27.9
5/15/2017,42870.17,5,15,4,27.86
5/15/2017,42870.21,5,15,5,27.8
5/15/2017,42870.25,5,15,6,27.77
5/15/2017,42870.29,5,15,7,27.7
5/15/2017,42870.33,5,15,8,27.7
5/15/2017,42870.38,5,15,9,27.65
5/15/2017,42870.42,5,15,10,27.62
5/15/2017,42870.46,5,15,11,27.7
5/15/2017,42870.50,5,15,12,27.7
5/15/2017,42870.54,5,15,13,27.77
5/15/2017,42870.58,5,15,14,27.91
5/15/2017,42870.63,5,15,15,28.17
5/15/2017,42870.67,5,15,16,28.37
5/15/2017,42870.71,5,15,17,28.54
5/15/2017,42870.75,5,15,18,28.9
5/15/2017,42870.79,5,15,19,28.93
5/15/2017,42870.83,5,15,20,28.87
5/15/2017,42870.88,5,15,21,28.78
5/15/2017,42870.92,5,15,22,28.69
5/15/2017,42870.96,5,15,23,28.49
5/16/2017,42871.00,5,16,0,28.25
5/16/2017,42871.04,5,16,1,28.23
5/16/2017,42871.08,5,16,2,28.24
5/16/2017,42871.13,5,16,3,28.18
5/16/2017,42871.17,5,16,4,28.1
5/16/2017,42871.21,5,16,5,28.06
5/16/2017,42871.25,5,16,6,27.9
5/16/2017,42871.29,5,16,7,27.79
5/16/2017,42871.33,5,16,8,27.8
5/16/2017,42871.38,5,16,9,27.83
5/16/2017,42871.42,5,16,10,27.8
5/16/2017,42871.46,5,16,11,27.8
5/16/2017,42871.50,5,16,12,27.8
5/16/2017,42871.54,5,16,13,27.83
5/16/2017,42871.58,5,16,14,27.92
5/16/2017,42871.63,5,16,15,28.13
5/16/2017,42871.67,5,16,16,28.46
5/16/2017,42871.71,5,16,17,28.7
5/16/2017,42871.75,5,16,18,29.08
5/16/2017,42871.79,5,16,19,29.22
5/16/2017,42871.83,5,16,20,29.24
5/16/2017,42871.88,5,16,21,29.25
5/16/2017,42871.92,5,16,22,29.27
5/16/2017,42871.96,5,16,23,29.03
5/17/2017,42872.00,5,17,0,28.75
5/17/2017,42872.04,5,17,1,28.57
5/17/2017,42872.08,5,17,2,28.48
5/17/2017,42872.13,5,17,3,28.4
5/17/2017,42872.17,5,17,4,28.36
5/17/2017,42872.21,5,17,5,28.19
5/17/2017,42872.25,5,17,6,28.03
5/17/2017,42872.29,5,17,7,27.95
5/17/2017,42872.33,5,17,8,27.9
5/17/2017,42872.38,5,17,9,27.77
5/17/2017,42872.42,5,17,10,27.85
5/17/2017,42872.46,5,17,11,27.9
5/17/2017,42872.50,5,17,12,27.9
5/17/2017,42872.54,5,17,13,27.91
5/17/2017,42872.58,5,17,14,28.09
5/17/2017,42872.63,5,17,15,28.43
5/17/2017,42872.67,5,17,16,28.7
5/17/2017,42872.71,5,17,17,28.88
5/17/2017,42872.75,5,17,18,29.04
5/17/2017,42872.79,5,17,19,28.92
5/17/2017,42872.83,5,17,20,28.84
5/17/2017,42872.88,5,17,21,28.8
5/17/2017,42872.92,5,17,22,28.74
5/17/2017,42872.96,5,17,23,28.55
5/18/2017,42873.00,5,18,0,28.4
5/18/2017,42873.04,5,18,1,28.4
5/18/2017,42873.08,5,18,2,28.23
5/18/2017,42873.13,5,18,3,28.13
5/18/2017,42873.17,5,18,4,27.91
5/18/2017,42873.21,5,18,5,27.86
5/18/2017,42873.25,5,18,6,27.8
5/18/2017,42873.29,5,18,7,27.69
5/18/2017,42873.33,5,18,8,27.6
5/18/2017,42873.38,5,18,9,27.5
5/18/2017,42873.42,5,18,10,27.34
5/18/2017,42873.46,5,18,11,27.58
5/18/2017,42873.50,5,18,12,27.6
5/18/2017,42873.54,5,18,13,27.71
5/18/2017,42873.58,5,18,14,27.89
5/18/2017,42873.63,5,18,15,28.2
5/18/2017,42873.67,5,18,16,28.46
5/18/2017,42873.71,5,18,17,28.49
5/18/2017,42873.75,5,18,18,28.6
5/18/2017,42873.79,5,18,19,28.67
5/18/2017,42873.83,5,18,20,28.6
5/18/2017,42873.88,5,18,21,28.59
5/18/2017,42873.92,5,18,22,28.43
5/18/2017,42873.96,5,18,23,28.3
5/19/2017,42874.00,5,19,0,28.22
5/19/2017,42874.04,5,19,1,28.2
5/19/2017,42874.08,5,19,2,28.18
5/19/2017,42874.13,5,19,3,28.08
5/19/2017,42874.17,5,19,4,27.95
5/19/2017,42874.21,5,19,5,27.83
5/19/2017,42874.25,5,19,6,27.7
5/19/2017,42874.29,5,19,7,27.7
5/19/2017,42874.33,5,19,8,27.7
5/19/2017,42874.38,5,19,9,27.64
5/19/2017,42874.42,5,19,10,27.56
5/19/2017,42874.46,5,19,11,27.6
5/19/2017,42874.50,5,19,12,27.74
5/19/2017,42874.54,5,19,13,27.74
5/19/2017,42874.58,5,19,14,27.99
5/19/2017,42874.63,5,19,15,28.27
5/19/2017,42874.67,5,19,16,28.47
5/19/2017,42874.71,5,19,17,28.54
5/19/2017,42874.75,5,19,18,28.53
5/19/2017,42874.79,5,19,19,28.52
5/19/2017,42874.83,5,19,20,28.61
5/19/2017,42874.88,5,19,21,28.52
5/19/2017,42874.92,5,19,22,28.42
5/19/2017,42874.96,5,19,23,28.4
5/20/2017,42875.00,5,20,0,28.31
5/20/2017,42875.04,5,20,1,28.3
5/20/2017,42875.08,5,20,2,28.2
5/20/2017,42875.13,5,20,3,28.13
5/20/2017,42875.17,5,20,4,28.05
5/20/2017,42875.21,5,20,5,27.83
5/20/2017,42875.25,5,20,6,27.8
5/20/2017,42875.29,5,20,7,27.77
5/20/2017,42875.33,5,20,8,27.7
5/20/2017,42875.38,5,20,9,27.67
5/20/2017,42875.42,5,20,10,27.69
5/20/2017,42875.46,5,20,11,27.65
5/20/2017,42875.50,5,20,12,27.6
5/20/2017,42875.54,5,20,13,27.74
5/20/2017,42875.58,5,20,14,27.84
5/20/2017,42875.63,5,20,15,27.93
5/20/2017,42875.67,5,20,16,28.23
5/20/2017,42875.71,5,20,17,28.5
5/20/2017,42875.75,5,20,18,28.77
5/20/2017,42875.79,5,20,19,28.81
5/20/2017,42875.83,5,20,20,28.82
5/20/2017,42875.88,5,20,21,28.62
5/20/2017,42875.92,5,20,22,28.54
5/20/2017,42875.96,5,20,23,28.42
5/21/2017,42876.00,5,21,0,28.32
5/21/2017,42876.04,5,21,1,28.22
5/21/2017,42876.08,5,21,2,28.14
5/21/2017,42876.13,5,21,3,28.1
5/21/2017,42876.17,5,21,4,28.07
5/21/2017,42876.21,5,21,5,27.99
5/21/2017,42876.25,5,21,6,27.83
5/21/2017,42876.29,5,21,7,27.7
5/21/2017,42876.33,5,21,8,27.64
5/21/2017,42876.38,5,21,9,27.6
5/21/2017,42876.42,5,21,10,27.6
5/21/2017,42876.46,5,21,11,27.57
5/21/2017,42876.50,5,21,12,27.74
5/21/2017,42876.54,5,21,13,27.9
5/21/2017,42876.58,5,21,14,28.02
5/21/2017,42876.63,5,21,15,28.39
5/21/2017,42876.67,5,21,16,28.62
5/21/2017,42876.71,5,21,17,28.88
5/21/2017,42876.75,5,21,18,28.9
5/21/2017,42876.79,5,21,19,28.9
5/21/2017,42876.83,5,21,20,28.99
5/21/2017,42876.88,5,21,21,28.88
5/21/2017,42876.92,5,21,22,28.58
5/21/2017,42876.96,5,21,23,28.46
5/22/2017,42877.00,5,22,0,28.26
5/22/2017,42877.04,5,22,1,28.2
5/22/2017,42877.08,5,22,2,28.15
5/22/2017,42877.13,5,22,3,28.1
5/22/2017,42877.17,5,22,4,28.06
5/22/2017,42877.21,5,22,5,28
5/22/2017,42877.25,5,22,6,28
5/22/2017,42877.29,5,22,7,27.82
5/22/2017,42877.33,5,22,8,27.73
5/22/2017,42877.38,5,22,9,27.7
5/22/2017,42877.42,5,22,10,27.7
5/22/2017,42877.46,5,22,11,27.74
5/22/2017,42877.50,5,22,12,27.83
5/22/2017,42877.54,5,22,13,27.93
5/22/2017,42877.58,5,22,14,28.15
5/22/2017,42877.63,5,22,15,28.34
5/22/2017,42877.67,5,22,16,28.68
5/22/2017,42877.71,5,22,17,28.84
5/22/2017,42877.75,5,22,18,28.97
5/22/2017,42877.79,5,22,19,29
5/22/2017,42877.83,5,22,20,29.04
5/22/2017,42877.88,5,22,21,28.97
5/22/2017,42877.92,5,22,22,28.81
5/22/2017,42877.96,5,22,23,28.71
5/23/2017,42878.00,5,23,0,28.61
5/23/2017,42878.04,5,23,1,28.64
5/23/2017,42878.08,5,23,2,28.47
5/23/2017,42878.13,5,23,3,28.37
5/23/2017,42878.17,5,23,4,28.4
5/23/2017,42878.21,5,23,5,28.31
5/23/2017,42878.25,5,23,6,28.24
5/23/2017,42878.29,5,23,7,28.2
5/23/2017,42878.33,5,23,8,28.2
5/23/2017,42878.38,5,23,9,27.91
5/23/2017,42878.42,5,23,10,27.73
5/23/2017,42878.46,5,23,11,27.82
5/23/2017,42878.50,5,23,12,27.99
5/23/2017,42878.54,5,23,13,28.08
5/23/2017,42878.58,5,23,14,28.34
5/23/2017,42878.63,5,23,15,28.71
5/23/2017,42878.67,5,23,16,28.93
5/23/2017,42878.71,5,23,17,29.2
5/23/2017,42878.75,5,23,18,29.4
5/23/2017,42878.79,5,23,19,29.76
5/23/2017,42878.83,5,23,20,29.59
5/23/2017,42878.88,5,23,21,29.36
5/23/2017,42878.92,5,23,22,29.24
5/23/2017,42878.96,5,23,23,29.06
5/24/2017,42879.00,5,24,0,28.96
5/24/2017,42879.04,5,24,1,28.86
5/24/2017,42879.08,5,24,2,28.67
5/24/2017,42879.13,5,24,3,28.55
5/24/2017,42879.17,5,24,4,28.4
5/24/2017,42879.21,5,24,5,28.28
5/24/2017,42879.25,5,24,6,28.17
5/24/2017,42879.29,5,24,7,28
5/24/2017,42879.33,5,24,8,27.96
5/24/2017,42879.38,5,24,9,27.81
5/24/2017,42879.42,5,24,10,27.7
5/24/2017,42879.46,5,24,11,27.82
5/24/2017,42879.50,5,24,12,28.06
5/24/2017,42879.54,5,24,13,28.22
5/24/2017,42879.58,5,24,14,28.39
5/24/2017,42879.63,5,24,15,28.61
5/24/2017,42879.67,5,24,16,28.88
5/24/2017,42879.71,5,24,17,29.13
5/24/2017,42879.75,5,24,18,29.35
5/24/2017,42879.79,5,24,19,29.38
5/24/2017,42879.83,5,24,20,29.3
5/24/2017,42879.88,5,24,21,29.34
5/24/2017,42879.92,5,24,22,29.28
5/24/2017,42879.96,5,24,23,29.06
5/25/2017,42880.00,5,25,0,29
5/25/2017,42880.04,5,25,1,28.89
5/25/2017,42880.08,5,25,2,28.69
5/25/2017,42880.13,5,25,3,28.57
5/25/2017,42880.17,5,25,4,28.5
5/25/2017,42880.21,5,25,5,28.39
5/25/2017,42880.25,5,25,6,28.28
5/25/2017,42880.29,5,25,7,28.09
5/25/2017,42880.33,5,25,8,28
5/25/2017,42880.38,5,25,9,27.92
5/25/2017,42880.42,5,25,10,27.9
5/25/2017,42880.46,5,25,11,28
5/25/2017,42880.50,5,25,12,28.2
5/25/2017,42880.54,5,25,13,28.34
5/25/2017,42880.58,5,25,14,28.61
5/25/2017,42880.63,5,25,15,28.85
5/25/2017,42880.67,5,25,16,29
5/25/2017,42880.71,5,25,17,29.29
5/25/2017,42880.75,5,25,18,29.4
5/25/2017,42880.79,5,25,19,29.39
5/25/2017,42880.83,5,25,20,29.34
5/25/2017,42880.88,5,25,21,29.22
5/25/2017,42880.92,5,25,22,29.02
5/25/2017,42880.96,5,25,23,28.91
5/26/2017,42881.00,5,26,0,28.67
5/26/2017,42881.04,5,26,1,28.53
5/26/2017,42881.08,5,26,2,28.47
5/26/2017,42881.13,5,26,3,28.39
5/26/2017,42881.17,5,26,4,28.3
5/26/2017,42881.21,5,26,5,28.22
5/26/2017,42881.25,5,26,6,28.15
5/26/2017,42881.29,5,26,7,28.05
5/26/2017,42881.33,5,26,8,28
5/26/2017,42881.38,5,26,9,27.99
5/26/2017,42881.42,5,26,10,27.96
5/26/2017,42881.46,5,26,11,28.01
5/26/2017,42881.50,5,26,12,28.12
5/26/2017,42881.54,5,26,13,28.33
5/26/2017,42881.58,5,26,14,28.56
5/26/2017,42881.63,5,26,15,28.96
5/26/2017,42881.67,5,26,16,29.1
5/26/2017,42881.71,5,26,17,29.31
5/26/2017,42881.75,5,26,18,29.51
5/26/2017,42881.79,5,26,19,29.6
5/26/2017,42881.83,5,26,20,29.52
5/26/2017,42881.88,5,26,21,29.46
5/26/2017,42881.92,5,26,22,29.35
5/26/2017,42881.96,5,26,23,29.13
5/27/2017,42882.00,5,27,0,28.95
5/27/2017,42882.04,5,27,1,28.86
5/27/2017,42882.08,5,27,2,28.7
5/27/2017,42882.13,5,27,3,28.6
5/27/2017,42882.17,5,27,4,28.5
5/27/2017,42882.21,5,27,5,28.4
5/27/2017,42882.25,5,27,6,28.34
5/27/2017,42882.29,5,27,7,28.22
5/27/2017,42882.33,5,27,8,28.07
5/27/2017,42882.38,5,27,9,27.98
5/27/2017,42882.42,5,27,10,28
5/27/2017,42882.46,5,27,11,27.99
5/27/2017,42882.50,5,27,12,28.12
5/27/2017,42882.54,5,27,13,28.32
5/27/2017,42882.58,5,27,14,28.54
5/27/2017,42882.63,5,27,15,28.8
5/27/2017,42882.67,5,27,16,29.07
5/27/2017,42882.71,5,27,17,29.21
5/27/2017,42882.75,5,27,18,29.44
5/27/2017,42882.79,5,27,19,29.47
5/27/2017,42882.83,5,27,20,29.53
5/27/2017,42882.88,5,27,21,29.44
5/27/2017,42882.92,5,27,22,29.25
5/27/2017,42882.96,5,27,23,29.01
5/28/2017,42883.00,5,28,0,29.05
5/28/2017,42883.04,5,28,1,28.9
5/28/2017,42883.08,5,28,2,28.76
5/28/2017,42883.13,5,28,3,28.59
5/28/2017,42883.17,5,28,4,28.45
5/28/2017,42883.21,5,28,5,28.35
5/28/2017,42883.25,5,28,6,28.3
5/28/2017,42883.29,5,28,7,28.22
5/28/2017,42883.33,5,28,8,28.19
5/28/2017,42883.38,5,28,9,28.1
5/28/2017,42883.42,5,28,10,28.05
5/28/2017,42883.46,5,28,11,28.03
5/28/2017,42883.50,5,28,12,28.17
5/28/2017,42883.54,5,28,13,28.35
5/28/2017,42883.58,5,28,14,28.68
5/28/2017,42883.63,5,28,15,29.07
5/28/2017,42883.67,5,28,16,29.22
5/28/2017,42883.71,5,28,17,29.46
5/28/2017,42883.75,5,28,18,29.5
5/28/2017,42883.79,5,28,19,29.39
5/28/2017,42883.83,5,28,20,29.34
5/28/2017,42883.88,5,28,21,29.39
5/28/2017,42883.92,5,28,22,29.11
5/28/2017,42883.96,5,28,23,29.06
5/29/2017,42884.00,5,29,0,28.92
5/29/2017,42884.04,5,29,1,28.84
5/29/2017,42884.08,5,29,2,28.69
5/29/2017,42884.13,5,29,3,28.51
5/29/2017,42884.17,5,29,4,28.45
5/29/2017,42884.21,5,29,5,28.42
5/29/2017,42884.25,5,29,6,28.4
5/29/2017,42884.29,5,29,7,28.4
5/29/2017,42884.33,5,29,8,28.4
5/29/2017,42884.38,5,29,9,28.4
5/29/2017,42884.42,5,29,10,28.4
5/29/2017,42884.46,5,29,11,28.4
5/29/2017,42884.50,5,29,12,28.4
5/29/2017,42884.54,5,29,13,28.51
5/29/2017,42884.58,5,29,14,28.66
5/29/2017,42884.63,5,29,15,28.79
5/29/2017,42884.67,5,29,16,29.09
5/29/2017,42884.71,5,29,17,29.3
5/29/2017,42884.75,5,29,18,29.53
5/29/2017,42884.79,5,29,19,29.6
5/29/2017,42884.83,5,29,20,29.58
5/29/2017,42884.88,5,29,21,29.52
5/29/2017,42884.92,5,29,22,29.24
5/29/2017,42884.96,5,29,23,29.14
5/30/2017,42885.00,5,30,0,29.13
5/30/2017,42885.04,5,30,1,29
5/30/2017,42885.08,5,30,2,28.9
5/30/2017,42885.13,5,30,3,28.75
5/30/2017,42885.17,5,30,4,28.59
5/30/2017,42885.21,5,30,5,28.49
5/30/2017,42885.25,5,30,6,28.41
5/30/2017,42885.29,5,30,7,28.29
5/30/2017,42885.33,5,30,8,28.29
5/30/2017,42885.38,5,30,9,28.3
5/30/2017,42885.42,5,30,10,28.33
5/30/2017,42885.46,5,30,11,28.4
5/30/2017,42885.50,5,30,12,28.4
5/30/2017,42885.54,5,30,13,28.49
5/30/2017,42885.58,5,30,14,28.49
5/30/2017,42885.63,5,30,15,28.72
5/30/2017,42885.67,5,30,16,28.97
5/30/2017,42885.71,5,30,17,29.16
5/30/2017,42885.75,5,30,18,29.22
5/30/2017,42885.79,5,30,19,29.37
5/30/2017,42885.83,5,30,20,29.41
5/30/2017,42885.88,5,30,21,29.15
5/30/2017,42885.92,5,30,22,29.01
5/30/2017,42885.96,5,30,23,29.07
5/31/2017,42886.00,5,31,0,28.94
5/31/2017,42886.04,5,31,1,28.86
5/31/2017,42886.08,5,31,2,28.6
5/31/2017,42886.13,5,31,3,28.52
5/31/2017,42886.17,5,31,4,28.45
5/31/2017,42886.21,5,31,5,28.34
5/31/2017,42886.25,5,31,6,28.25
5/31/2017,42886.29,5,31,7,28.2
5/31/2017,42886.33,5,31,8,28.18
5/31/2017,42886.38,5,31,9,28.1
5/31/2017,42886.42,5,31,10,28.1
5/31/2017,42886.46,5,31,11,28.19
5/31/2017,42886.50,5,31,12,28.23
5/31/2017,42886.54,5,31,13,28.34
5/31/2017,42886.58,5,31,14,28.46
5/31/2017,42886.63,5,31,15,28.61
5/31/2017,42886.67,5,31,16,29.01
5/31/2017,42886.71,5,31,17,29.34
5/31/2017,42886.75,5,31,18,29.4
5/31/2017,42886.79,5,31,19,29.29
5/31/2017,42886.83,5,31,20,29.05
5/31/2017,42886.88,5,31,21,29
5/31/2017,42886.92,5,31,22,28.94
5/31/2017,42886.96,5,31,23,28.81
6/1/2017,42887.00,6,1,0,28.59
6/1/2017,42887.04,6,1,1,28.38
6/1/2017,42887.08,6,1,2,28.3
6/1/2017,42887.13,6,1,3,28.29
6/1/2017,42887.17,6,1,4,28.2
6/1/2017,42887.21,6,1,5,28.19
6/1/2017,42887.25,6,1,6,28.08
6/1/2017,42887.29,6,1,7,28
6/1/2017,42887.33,6,1,8,27.95
